ingredient_key,ingredient_id,ingredient_name,ingredient_zh_name,ingredient_tags,recipe_id,recipe_key,recipe_name,recipe_zh_name,character_required,priority,foodtype,health,hunger,sanity,cooktime,recipe_requirement_text,example_combo_keys,example_combo_names,example_combo_zh_names,direct_required_ingredient_ids,result_scope
acorn@together,acorn,Birchnut,樺栗果,seed=1,dustmeringue,dustmeringue,Amberosia,琥珀美食,,100,,0,0,,2,塵土塊 >= 1,asparagus@together + asparagus@together + acorn@together + refined_dust,Asparagus + Asparagus + Birchnut + Collected Dust,蘆筍 + 蘆筍 + 樺栗果 + 塵土塊,refined_dust,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,asparagussoup_dst,asparagussoup_dst,Asparagus Soup,蘆筍湯,,10,veggie,20,18.75,5,0.5,蘆筍 >= 1、蔬菜係數 > 2、不可放 肉類係數、不可放 不可食用,asparagus@together + asparagus@together + asparagus@together + acorn@together,Asparagus + Asparagus + Asparagus + Birchnut,蘆筍 + 蘆筍 + 蘆筍 + 樺栗果,asparagus | asparagus_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,baconeggs_dst,baconeggs_dst,Bacon and Eggs,培根煎蛋,,10,meat,20,75,5,2,蛋類係數 > 1、肉類係數 > 1、不可放 蔬菜係數,barnacle + acorn@together + plantmeat_cooked@together + tallbirdegg_cooked@together,Barnacles + Birchnut + Cooked Leafy Meat + Fried Tallbird Egg,藤壺 + 樺栗果 + 熟葉肉 + 煎高腳鳥蛋,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,bananapop_dst,bananapop_dst,Banana Pop,香蕉冰棒,,20,veggie,20,12.5,33,0.5,香蕉 >= 1、冰凍係數 > 0、樹枝 >= 1、不可放 肉類係數、不可放 魚類係數,cave_banana@together + acorn@together + ice@together + twigs@together,Banana + Birchnut + Ice + Twigs,香蕉 + 樺栗果 + 冰 + 樹枝,cave_banana | cave_banana_cooked | twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,bananajuice,bananajuice,Banana Shake,香蕉奶昔,,1,veggie,8,25,33,0.5,香蕉 >= 2、不可放 肉類係數、不可放 魚類係數、不可放 怪物係數,asparagus@together + cave_banana@together + cave_banana@together + acorn@together,Asparagus + Banana + Banana + Birchnut,蘆筍 + 香蕉 + 香蕉 + 樺栗果,cave_banana | cave_banana_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,barnaclesushi,barnaclesushi,Barnacle Nigiri,藤壺握壽司,,30,meat,40,37.5,5,0.5,藤壺 >= 1、海帶葉 >= 1、蛋類係數 >= 1,barnacle + acorn@together + bird_egg_cooked@together + kelp_cooked,Barnacles + Birchnut + Cooked Egg + Cooked Kelp Fronds,藤壺 + 樺栗果 + 熟蛋 + 熟海帶葉,barnacle | barnacle_cooked | kelp | kelp_cooked | kelp_dried,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,barnaclepita,barnaclepita,Barnacle Pita,藤壺皮塔餅,,25,meat,20,37.5,5,2,藤壺 >= 1、蔬菜係數 >= 0.5,asparagus@together + asparagus@together + barnacle + acorn@together,Asparagus + Asparagus + Barnacles + Birchnut,蘆筍 + 蘆筍 + 藤壺 + 樺栗果,barnacle | barnacle_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,beefalotreat,beefalotreat,Beefalo Treats,皮弗婁牛零食,,-4,roughage,75,25,0,2,不可食用 > 0、種子係數 > 0、必忘我 >= 1、不可放 怪物係數、不可放 肉類係數、不可放 魚類係數、不可放 蛋類係數、不可放 油脂係數、不可放 乳製係數、不可放 魔法係數,asparagus@together + acorn@together + boneshard + forgetmelots,Asparagus + Birchnut + Bone Shards + Forget-Me-Lots,蘆筍 + 樺栗果 + 骨頭碎片 + 必忘我,forgetmelots,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,veggieomlet,veggieomlet,Breakfast Skillet,早餐鍋,,1,meat,20,37.5,5,1,蛋類係數 >= 1、蔬菜係數 >= 1、不可放 肉類係數、不可放 乳製係數,asparagus@together + asparagus@together + acorn@together + bird_egg_cooked@together,Asparagus + Asparagus + Birchnut + Cooked Egg,蘆筍 + 蘆筍 + 樺栗果 + 熟蛋,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,bunnystew,bunnystew,Bunny Stew,兔肉燉湯,,1,meat,20,37.5,5,0.5,肉類係數 > 0 且 < 1、冰凍係數 >= 2、不可放 不可食用,barnacle + acorn@together + ice@together + ice@together,Barnacles + Birchnut + Ice + Ice,藤壺 + 樺栗果 + 冰 + 冰,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,butterflymuffin_dst,butterflymuffin_dst,Butter Muffin,蝴蝶鬆餅,,1,veggie,20,37.5,5,2,蝴蝶翅膀 >= 1 或 月蛾翅膀 >= 1、不可放 肉類係數、蔬菜係數 >= 0.5,asparagus@together + asparagus@together + acorn@together + butterflywings@together,Asparagus + Asparagus + Birchnut + Butterfly Wings,蘆筍 + 蘆筍 + 樺栗果 + 蝴蝶翅膀,butterflywings | moonbutterflywings,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,californiaroll_dst,californiaroll_dst,California Roll,加州卷,,20,meat,20,37.5,10,0.5,海帶葉 = 2、魚類係數 >= 1,acorn@together + oceanfish_medium_4_inv + kelp_cooked + kelp_cooked,Birchnut + Black Catfish + Cooked Kelp Fronds + Cooked Kelp Fronds,樺栗果 + 黑鯰魚 + 熟海帶葉 + 熟海帶葉,kelp | kelp_cooked | kelp_dried,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,ceviche_dst,ceviche_dst,Ceviche,酸橘汁醃魚,,20,meat,20,25,5,0.5,魚類係數 >= 2、冰凍係數 > 0,asparagus@together + acorn@together + oceanfish_medium_4_inv + oceanfish_medium_8_inv,Asparagus + Birchnut + Black Catfish + Ice Bream,蘆筍 + 樺栗果 + 黑鯰魚 + 冰鯛魚,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,mashedpotatoes,mashedpotatoes,Creamy Potato Purée,奶油馬鈴薯泥,,20,veggie,20,37.5,33,1,馬鈴薯 > 1、大蒜 >= 1、不可放 肉類係數、不可放 不可食用,acorn@together + garlic + potato + potato,Birchnut + Garlic + Potato + Potato,樺栗果 + 大蒜 + 馬鈴薯 + 馬鈴薯,garlic | garlic_cooked | potato | potato_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,dragonpie_dst,dragonpie_dst,Dragonpie,火龍果派,,1,veggie,40,75,5,2,火龍果 >= 1、不可放 肉類係數,asparagus@together + asparagus@together + acorn@together + dragonfruit@together,Asparagus + Asparagus + Birchnut + Dragon Fruit,蘆筍 + 蘆筍 + 樺栗果 + 火龍果,dragonfruit | dragonfruit_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,potatotornado,potatotornado,Fancy Spiralled Tubers,螺旋薯塔,,10,veggie,3,37.5,15,0.75,馬鈴薯 >= 1、樹枝 >= 1、怪物係數 > 0 且 <= 1、不可放 肉類係數、不可食用 > 0 且 <= 2,asparagus@together + acorn@together + potato + twigs@together,Asparagus + Birchnut + Potato + Twigs,蘆筍 + 樺栗果 + 馬鈴薯 + 樹枝,potato | potato_cooked | twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,koalefig_trunk,koalefig_trunk,Fig-Stuffed Trunk,無花果釀象鼻,,40,meat,60,56.25,0,2,無尾象鼻 >= 1 或 冬象鼻 >= 1、無花果 >= 1,asparagus@together + acorn@together + fig_cooked + trunk_summer@together,Asparagus + Birchnut + Cooked Fig + Koalefant Trunk,蘆筍 + 樺栗果 + 熟無花果 + 無尾象鼻,fig | fig_cooked | trunk_summer | trunk_summer_cooked | trunk_winter,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,figatoni,figatoni,Figatoni,無花果通心粉,,30,veggie,30,56.25,15,2,無花果 >= 1、蔬菜係數 >= 2、不可放 肉類係數,asparagus@together + asparagus@together + acorn@together + fig_cooked,Asparagus + Asparagus + Birchnut + Cooked Fig,蘆筍 + 蘆筍 + 樺栗果 + 熟無花果,fig | fig_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,frognewton,frognewton,Figgy Frogwich,無花果蛙腿三明治,,1,meat,8,18.75,10,1,無花果 >= 1、蛙腿 >= 1,asparagus@together + acorn@together + fig_cooked + froglegs_cooked@together,Asparagus + Birchnut + Cooked Fig + Cooked Frog Legs,蘆筍 + 樺栗果 + 熟無花果 + 熟蛙腿,fig | fig_cooked | froglegs | froglegs_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,figkabab,figkabab,Figkabab,無花果烤串,,30,meat,20,25,15,1,無花果 >= 1、樹枝 >= 1、肉類係數 >= 1、怪物係數 > 0 且 <= 1,acorn@together + oceanfish_medium_4_inv + fig_cooked + twigs@together,Birchnut + Black Catfish + Cooked Fig + Twigs,樺栗果 + 黑鯰魚 + 熟無花果 + 樹枝,fig | fig_cooked | twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,fishtacos_dst,fishtacos_dst,Fish Tacos,魚肉玉米餅,,10,meat,20,37.5,5,0.5,魚類係數 > 0、玉米 >= 1 或 爆米花魚 >= 1 或 玉米鱈魚 >= 1,asparagus@together + acorn@together + oceanfish_small_3_inv + corn@together,Asparagus + Birchnut + Bitty Baitfish + Corn,蘆筍 + 樺栗果 + 小餌魚 + 玉米,corn | corn_cooked | oceanfish_medium_5_inv | oceanfish_small_5_inv,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,fishsticks_dst,fishsticks_dst,Fishsticks,魚排,,10,meat,40,37.5,5,2,魚類係數 > 0、樹枝 >= 1、不可食用 > 0、不可食用 > 0 且 <= 1,asparagus@together + acorn@together + oceanfish_small_3_inv + twigs@together,Asparagus + Birchnut + Bitty Baitfish + Twigs,蘆筍 + 樺栗果 + 小餌魚 + 樹枝,twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,jammypreserves_dst,jammypreserves_dst,Fist Full of Jam,一把果醬,,0,veggie,3,37.5,5,0.5,水果係數 > 0、不可放 肉類係數、不可放 蔬菜係數、不可放 不可食用,cave_banana@together + cave_banana@together + acorn@together + durian@together,Banana + Banana + Birchnut + Durian,香蕉 + 香蕉 + 樺栗果 + 榴槤,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,flowersalad_dst,flowersalad_dst,Flower Salad,花沙拉,,10,veggie,40,12.5,5,0.5,仙人掌花 >= 1、蔬菜係數 >= 2、不可放 肉類係數、不可放 不可食用、不可放 蛋類係數、不可放 甜味係數、不可放 水果係數,asparagus@together + asparagus@together + acorn@together + cactusflower@together,Asparagus + Asparagus + Birchnut + Cactus Flower,蘆筍 + 蘆筍 + 樺栗果 + 仙人掌花,cactusflower,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,frogglebunwich_dst,frogglebunwich_dst,Froggle Bunwich,蛙腿三明治,,1,meat,20,37.5,5,2,蛙腿 >= 1、蔬菜係數 >= 0.5,asparagus@together + asparagus@together + acorn@together + froglegs_cooked@together,Asparagus + Asparagus + Birchnut + Cooked Frog Legs,蘆筍 + 蘆筍 + 樺栗果 + 熟蛙腿,froglegs | froglegs_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,frozenbananadaiquiri,frozenbananadaiquiri,Frozen Banana Daiquiri,冰香蕉代基里,,2,goodies,30,18.75,15,1,香蕉 >= 1、冰凍係數 >= 1、不可放 肉類係數、不可放 魚類係數,asparagus@together + cave_banana@together + acorn@together + ice@together,Asparagus + Banana + Birchnut + Ice,蘆筍 + 香蕉 + 樺栗果 + 冰,cave_banana | cave_banana_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,fruitmedley_dst,fruitmedley_dst,Fruit Medley,水果聖代,,0,veggie,20,25,5,0.5,水果係數 >= 3、不可放 肉類係數、不可放 蔬菜係數,cave_banana@together + cave_banana@together + acorn@together + durian@together,Banana + Banana + Birchnut + Durian,香蕉 + 香蕉 + 樺栗果 + 榴槤,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,guacamole_dst,guacamole_dst,Guacamole,酪梨醬,,10,meat,20,37.5,0,0.5,鼴鼠 >= 1、成熟石果 >= 1 或 仙人掌肉 >= 1、不可放 水果係數,asparagus@together + acorn@together + cactusmeat@together + mole@together,Asparagus + Birchnut + Cactus Flesh + Moleworm,蘆筍 + 樺栗果 + 仙人掌肉 + 鼴鼠,cactusmeat | cactusmeat_cooked | mole | rock_avocado_fruit_ripe | rock_avocado_fruit_ripe_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,honeyham_dst,honeyham_dst,Honey Ham,蜜汁火腿,,2,meat,30,75,5,2,蜂蜜 >= 1、肉類係數 > 1.5、不可放 不可食用,acorn@together + oceanfish_medium_4_inv + oceanfish_medium_4_inv + honey@together,Birchnut + Black Catfish + Black Catfish + Honey,樺栗果 + 黑鯰魚 + 黑鯰魚 + 蜂蜜,honey,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,honeynuggets_dst,honeynuggets_dst,Honey Nuggets,蜜汁肉塊,,2,meat,20,37.5,5,2,蜂蜜 >= 1、肉類係數 > 0 且 <= 1.5、不可放 不可食用,asparagus@together + batwing@together + acorn@together + honey@together,Asparagus + Batilisk Wing + Birchnut + Honey,蘆筍 + 蝙蝠翅膀 + 樺栗果 + 蜂蜜,honey,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,icecream_dst,icecream_dst,Ice Cream,冰淇淋,,10,goodies,0,25,50,0.5,冰凍係數 > 0、乳製係數 > 0、甜味係數 > 0、不可放 肉類係數、不可放 蔬菜係數、不可放 不可食用、不可放 蛋類係數,acorn@together + butter@together + honey@together + ice@together,Birchnut + Butter + Honey + Ice,樺栗果 + 奶油 + 蜂蜜 + 冰,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,leafymeatsouffle,leafymeatsouffle,Jelly Salad,果凍沙拉,,50,meat,0,37.5,50,2,葉肉 >= 2、甜味係數 >= 2,acorn@together + plantmeat_cooked@together + plantmeat_cooked@together + royal_jelly,Birchnut + Cooked Leafy Meat + Cooked Leafy Meat + Royal Jelly,樺栗果 + 熟葉肉 + 熟葉肉 + 蜂王漿,plantmeat | plantmeat_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,jellybean,jellybean,Jellybeans,彩虹糖豆,,12,goodies,2,0,5,2.5,蜂王漿 >= 1、不可放 不可食用、不可放 怪物係數,asparagus@together + asparagus@together + acorn@together + royal_jelly,Asparagus + Asparagus + Birchnut + Royal Jelly,蘆筍 + 蘆筍 + 樺栗果 + 蜂王漿,royal_jelly,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,kabobs_dst,kabobs_dst,Kabobs,肉串,,5,meat,3,37.5,5,2,肉類係數 > 0、樹枝 >= 1、怪物係數 > 0 且 <= 1、不可食用 > 0、不可食用 > 0 且 <= 1,asparagus@together + batwing@together + acorn@together + twigs@together,Asparagus + Batilisk Wing + Birchnut + Twigs,蘆筍 + 蝙蝠翅膀 + 樺栗果 + 樹枝,twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,leafloaf,leafloaf,Leafy Meatloaf,葉肉糕,,25,meat,8,37.5,5,2,葉肉 >= 2,asparagus@together + acorn@together + plantmeat_cooked@together + plantmeat_cooked@together,Asparagus + Birchnut + Cooked Leafy Meat + Cooked Leafy Meat,蘆筍 + 樺栗果 + 熟葉肉 + 熟葉肉,plantmeat | plantmeat_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,mandrakesoup_dst,mandrakesoup_dst,Mandrake Soup,曼德拉草湯,,10,veggie,100,150,5,3,曼德拉草 >= 1,asparagus@together + asparagus@together + acorn@together + mandrake@together,Asparagus + Asparagus + Birchnut + Mandrake,蘆筍 + 蘆筍 + 樺栗果 + 曼德拉草,mandrake,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,meatballs_dst,meatballs_dst,Meatballs,肉丸,,-1,meat,3,62.5,5,0.75,肉類係數 > 0、不可放 不可食用,asparagus@together + asparagus@together + batwing@together + acorn@together,Asparagus + Asparagus + Batilisk Wing + Birchnut,蘆筍 + 蘆筍 + 蝙蝠翅膀 + 樺栗果,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,bonestew_dst,bonestew_dst,Meaty Stew,肉湯,,0,meat,12,150,5,0.75,肉類係數 >= 3、不可放 不可食用,acorn@together + oceanfish_medium_4_inv + plantmeat_cooked@together + meat_cooked@together,Birchnut + Black Catfish + Cooked Leafy Meat + Cooked Meat,樺栗果 + 黑鯰魚 + 熟葉肉 + 熟肉,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,watermelonicle_dst,watermelonicle_dst,Melonsicle,西瓜冰,,10,veggie,3,12.5,20,0.5,西瓜 >= 1、冰凍係數 > 0、樹枝 >= 1、不可放 肉類係數、不可放 蔬菜係數、不可放 蛋類係數,acorn@together + ice@together + twigs@together + watermelon@together,Birchnut + Ice + Twigs + Watermelon,樺栗果 + 冰 + 樹枝 + 西瓜,twigs | watermelon | watermelon_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,batnosehat,batnosehat,Milkmade Hat,奶香帽,,55,,0,187.5,-5.32,2,裸露鼻孔 >= 1、海帶葉 >= 1、乳製係數 >= 1,acorn@together + butter@together + kelp + batnose,Birchnut + Butter + Kelp Fronds + Naked Nostrils,樺栗果 + 奶油 + 海帶葉 + 裸露鼻孔,batnose | batnose_cooked | kelp | kelp_cooked | kelp_dried,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,monsterlasagna_dst,monsterlasagna_dst,Monster Lasagna,怪物千層麵,,10,meat,-20,37.5,-20,0.5,怪物係數 >= 2、不可放 不可食用,asparagus@together + acorn@together + monstermeat_cooked@together + monstermeat_cooked@together,Asparagus + Birchnut + Cooked Monster Meat + Cooked Monster Meat,蘆筍 + 樺栗果 + 熟怪物肉 + 熟怪物肉,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,perogies_dst,perogies_dst,Pierogi,波蘭餃子,,5,meat,40,37.5,5,1,蛋類係數 > 0、肉類係數 > 0、蔬菜係數 >= 0.5、不可放 不可食用,asparagus@together + batwing@together + acorn@together + bird_egg_cooked@together,Asparagus + Batilisk Wing + Birchnut + Cooked Egg,蘆筍 + 蝙蝠翅膀 + 樺栗果 + 熟蛋,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,justeggs,justeggs,Plain Omelette,純煎蛋,,0,meat,3,50,5,0.5,蛋類係數 >= 3,asparagus@together + acorn@together + butter@together + tallbirdegg_cooked@together,Asparagus + Birchnut + Butter + Fried Tallbird Egg,蘆筍 + 樺栗果 + 奶油 + 煎高腳鳥蛋,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,powcake_dst,powcake_dst,Powdercake,粉末蛋糕,,10,veggie,-3,0,0,0.5,樹枝 >= 1、蜂蜜 >= 1、玉米 >= 1 或 爆米花魚 >= 1 或 玉米鱈魚 >= 1,acorn@together + corn@together + honey@together + twigs@together,Birchnut + Corn + Honey + Twigs,樺栗果 + 玉米 + 蜂蜜 + 樹枝,corn | corn_cooked | honey | oceanfish_medium_5_inv | oceanfish_small_5_inv | twigs,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,pumpkincookie_dst,pumpkincookie_dst,Pumpkin Cookie,南瓜餅乾,,10,veggie,0,37.5,15,2,南瓜 >= 1、甜味係數 >= 2,acorn@together + boneshard + pumpkin_cooked@together + royal_jelly,Birchnut + Bone Shards + Hot Pumpkin + Royal Jelly,樺栗果 + 骨頭碎片 + 熱南瓜 + 蜂王漿,pumpkin | pumpkin_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,ratatouille_dst,ratatouille_dst,Ratatouille,蔬菜雜燴,,0,veggie,3,25,5,1,不可放 肉類係數、蔬菜係數 >= 0.5、不可放 不可食用,asparagus@together + asparagus@together + cave_banana@together + acorn@together,Asparagus + Asparagus + Banana + Birchnut,蘆筍 + 蘆筍 + 香蕉 + 樺栗果,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,salsa,salsa,Salsa Fresca,莎莎醬,,20,veggie,30,25,33,0.5,番茄根 >= 1、洋蔥 >= 1、不可放 肉類係數、不可放 蛋類係數、不可放 不可食用,asparagus@together + acorn@together + onion + tomato_cooked,Asparagus + Birchnut + Onion + Roasted Toma Root,蘆筍 + 樺栗果 + 洋蔥 + 烤番茄根,onion | onion_cooked | tomato | tomato_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,seafoodgumbo_dst,seafoodgumbo_dst,Seafood Gumbo,海鮮濃湯,,10,meat,40,37.5,20,1,魚類係數 > 2,acorn@together + oceanfish_small_3_inv + oceanfish_medium_4_inv + eel_cooked@together,Birchnut + Bitty Baitfish + Black Catfish + Cooked Eel,樺栗果 + 小餌魚 + 黑鯰魚 + 熟鰻魚,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,sweettea,sweettea,Soothing Tea,舒緩茶,,1,goodies,3,0,15,1,必忘我 >= 1、甜味係數 > 0、冰凍係數 > 0、不可放 怪物係數、不可放 蔬菜係數、不可放 肉類係數、不可放 魚類係數、不可放 蛋類係數、不可放 油脂係數、不可放 乳製係數、不可放 不可食用,acorn@together + forgetmelots + honey@together + ice@together,Birchnut + Forget-Me-Lots + Honey + Ice,樺栗果 + 必忘我 + 蜂蜜 + 冰,forgetmelots,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,beefalofeed,beefalofeed,Steamed Twigs,蒸樹枝,,-5,roughage,15,100,0,0.5,不可食用 > 0、不可放 怪物係數、不可放 肉類係數、不可放 魚類係數、不可放 蛋類係數、不可放 油脂係數、不可放 乳製係數、不可放 魔法係數,asparagus@together + asparagus@together + acorn@together + boneshard,Asparagus + Asparagus + Birchnut + Bone Shards,蘆筍 + 蘆筍 + 樺栗果 + 骨頭碎片,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,stuffedeggplant_dst,stuffedeggplant_dst,Stuffed Eggplant,釀茄子,,1,veggie,3,37.5,5,2,茄子 >= 1、蔬菜係數 > 1,asparagus@together + cave_banana@together + acorn@together + eggplant_cooked@together,Asparagus + Banana + Birchnut + Braised Eggplant,蘆筍 + 香蕉 + 樺栗果 + 烤茄子,eggplant | eggplant_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,barnaclestuffedfishhead,barnaclestuffedfishhead,Stuffed Fish Heads,釀魚頭,,26,meat,20,75,0,2,藤壺 >= 1、魚類係數 >= 1.25,asparagus@together + barnacle + acorn@together + oceanfish_medium_4_inv,Asparagus + Barnacles + Birchnut + Black Catfish,蘆筍 + 藤壺 + 樺栗果 + 黑鯰魚,barnacle | barnacle_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,pepperpopper,pepperpopper,Stuffed Pepper Poppers,釀辣椒,,20,meat,30,25,-5,2,辣椒 >= 1、肉類係數 > 0 且 <= 1.5、不可放 不可食用,asparagus@together + batwing@together + acorn@together + pepper,Asparagus + Batilisk Wing + Birchnut + Pepper,蘆筍 + 蝙蝠翅膀 + 樺栗果 + 辣椒,pepper | pepper_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,surfnturf_dst,surfnturf_dst,Surf 'n' Turf,海陸大餐,,30,meat,60,37.5,33,1,肉類係數 >= 2.5、魚類係數 >= 1.5、不可放 冰凍係數,batwing@together + acorn@together + oceanfish_medium_4_inv + oceanfish_medium_4_inv,Batilisk Wing + Birchnut + Black Catfish + Black Catfish,蝙蝠翅膀 + 樺栗果 + 黑鯰魚 + 黑鯰魚,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,taffy_dst,taffy_dst,Taffy,太妃糖,,10,goodies,-3,25,15,2,甜味係數 >= 3、不可放 肉類係數,asparagus@together + acorn@together + boneshard + royal_jelly,Asparagus + Birchnut + Bone Shards + Royal Jelly,蘆筍 + 樺栗果 + 骨頭碎片 + 蜂王漿,,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,talleggs,talleggs,Tall Scotch Eggs,高腳鳥蘇格蘭蛋,,10,meat,60,150,5,2,高腳鳥蛋 >= 1、蔬菜係數 >= 1,asparagus@together + asparagus@together + acorn@together + tallbirdegg@together,Asparagus + Asparagus + Birchnut + Tallbird Egg,蘆筍 + 蘆筍 + 樺栗果 + 高腳鳥蛋,tallbirdegg | tallbirdegg_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,trailmix_dst,trailmix_dst,Trail Mix,什錦堅果,,10,veggie,30,12.5,5,0.5,樺栗果 >= 1、種子係數 >= 1、漿果 >= 1、水果係數 >= 1、不可放 肉類係數、不可放 蔬菜係數、不可放 蛋類係數、不可放 乳製係數,cave_banana@together + cave_banana@together + berries@together + acorn@together,Banana + Banana + Berries + Birchnut,香蕉 + 香蕉 + 漿果 + 樺栗果,acorn | acorn_cooked | berries | berries_cooked | berries_juicy | berries_juicy_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,unagi_dst,unagi_dst,Unagi,鰻魚料理,,20,veggie,20,18.75,5,0.5,苔蘚 >= 1 或 海帶葉 >= 1、鰻魚 >= 1 或 活鰻魚 >= 1,asparagus@together + acorn@together + eel_cooked@together + kelp_cooked,Asparagus + Birchnut + Cooked Eel + Cooked Kelp Fronds,蘆筍 + 樺栗果 + 熟鰻魚 + 熟海帶葉,cutlichen | eel | eel_cooked | kelp | kelp_cooked | kelp_dried | pondeel,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,leafymeatburger,leafymeatburger,Veggie Burger,葉肉漢堡,,26,meat,30,37.5,33,2,葉肉 >= 1、洋蔥 >= 1、蔬菜係數 >= 2,asparagus@together + acorn@together + plantmeat_cooked@together + onion,Asparagus + Birchnut + Cooked Leafy Meat + Onion,蘆筍 + 樺栗果 + 熟葉肉 + 洋蔥,onion | onion_cooked | plantmeat | plantmeat_cooked,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,waffles_dst,waffles_dst,Waffles,華夫餅,,10,veggie,60,37.5,5,0.5,奶油 >= 1、漿果 >= 1、蛋類係數 > 0,berries@together + acorn@together + butter@together + bird_egg_cooked@together,Berries + Birchnut + Butter + Cooked Egg,漿果 + 樺栗果 + 奶油 + 熟蛋,berries | berries_cooked | berries_juicy | berries_juicy_cooked | butter,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,lobsterbisque_dst,lobsterbisque_dst,Wobster Bisque,龍蝦濃湯,,30,meat,60,25,10,0.5,龍蝦 >= 1、冰凍係數 > 0,asparagus@together + acorn@together + ice@together + wobster,Asparagus + Birchnut + Ice + Wobster,蘆筍 + 樺栗果 + 冰 + 龍蝦,wobster,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,lobsterdinner_dst,lobsterdinner_dst,Wobster Dinner,龍蝦晚餐,,25,meat,60,37.5,50,1,龍蝦 >= 1、奶油 >= 1、肉類係數 >= 1、魚類係數 >= 1、不可放 冰凍係數,asparagus@together + acorn@together + butter@together + wobster,Asparagus + Birchnut + Butter + Wobster,蘆筍 + 樺栗果 + 奶油 + 龍蝦,butter | wobster,standard
acorn@together,acorn,Birchnut,樺栗果,seed=1,bonesoup,bonesoup,Bone Bouillon,骨頭清湯,Warly,30,meat,32,150,5,2,骨頭碎片 = 2、洋蔥 >= 1、不可食用 > 0 且 < 3,acorn@together + boneshard + boneshard + onion,Birchnut + Bone Shards + Bone Shards + Onion,樺栗果 + 骨頭碎片 + 骨頭碎片 + 洋蔥,boneshard | onion | onion_cooked,warly
